002203,601318,cash,commission,total,return,equity_curve
744.0,6438.0,92668.79999999999,7.8,99850.79999999999,0.0003907353639549527,0.9985079999999983
0.0,6190.0,93411.49999999999,9.1,99601.49999999999,-0.002496725113869891,0.9960149999999983
0.0,5950.0,93411.49999999999,9.1,99361.49999999999,-0.0024096022650261784,0.9936149999999982
0.0,6216.0,93411.49999999999,9.1,99627.49999999999,0.00267709324033949,0.9962749999999981
0.0,6408.0,93411.49999999999,9.1,99819.49999999999,0.0019271787408094987,0.9981949999999982
0.0,6555.0,93411.49999999999,9.1,99966.49999999999,0.001472658147957162,0.9996649999999982
0.0,6570.0,93411.49999999999,9.1,99981.49999999999,0.0001500502668394521,0.9998149999999983
0.0,6580.0,93411.49999999999,9.1,99991.49999999999,0.00010001850342322705,0.9999149999999984
0.0,6590.000000000001,93411.49999999999,9.1,100001.49999999999,0.00010000850072255929,1.0000149999999985
0.0,6600.0,93411.49999999999,9.1,100011.49999999999,9.999850002251343e-05,1.0001149999999985
0.0,6438.0,93411.49999999999,9.1,99849.49999999999,-0.0016198137214220587,0.9984949999999985
0.0,6375.0,93411.49999999999,9.1,99786.49999999999,-0.0006309495791165798,0.9978649999999984
0.0,6350.0,93411.49999999999,9.1,99761.49999999999,-0.00025053489199444723,0.9976149999999984
0.0,6360.0,93411.49999999999,9.1,99771.49999999999,0.00010023907018230638,0.9977149999999982
0.0,6377.0,93411.49999999999,9.1,99788.49999999999,0.00017038933964097502,0.9978849999999981
0.0,6469.0,93411.49999999999,9.1,99880.49999999999,0.0009219499240895601,0.9988049999999983
0.0,6480.0,93411.49999999999,9.1,99891.49999999999,0.00011013160727069149,0.9989149999999983
0.0,6391.0,93411.49999999999,9.1,99802.49999999999,-0.0008909666988682341,0.9980249999999984
0.0,6353.0,93411.49999999999,9.1,99764.49999999999,-0.0003807519851707353,0.9976449999999983
0.0,6282.0,93411.49999999999,9.1,99693.49999999999,-0.0007116759969728603,0.9969349999999984
0.0,6252.0,93411.49999999999,9.1,99663.49999999999,-0.00030092232693201826,0.9966349999999984
0.0,6280.0,93411.49999999999,9.1,99691.49999999999,0.00028094538120782,0.9969149999999984
0.0,6291.0,93411.49999999999,9.1,99702.49999999999,0.00011034040013435664,0.9970249999999984
0.0,6301.0,93411.49999999999,9.1,99712.49999999999,0.00010029838770342359,0.9971249999999984
0.0,6300.0,93411.49999999999,9.1,99711.49999999999,-1.0028832894581896e-05,0.9971149999999984
0.0,6290.0,93411.49999999999,9.1,99701.49999999999,-0.00010028933473071877,0.9970149999999984
